年度,醫事機構代碼,醫事機構名稱,特約類別,瘻管重建人次數,血液透析透析人月數,瘻管重建率_每1000人月,院所腎臟專科醫師數,院所是否參與健保計畫,院所是否參與國健署計畫,縣市別,鄉鎮別
111年第四季,0117030010,衛生福利部臺中醫院,區域醫院,8.00,965.00,0.0083,2,是,否,臺中市,西區
112年第二季,0117030010,衛生福利部臺中醫院,區域醫院,13.00,938.00,0.0139,2,是,否,臺中市,西區
95年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,339.80,0.0000,1,否,否,臺南市,中西區
95年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,337.70,0.0000,1,否,否,臺南市,中西區
96年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,320.30,0.0000,1,否,否,臺南市,中西區
96年第四季,0121050011,衛生福利部臺南醫院,區域醫院,1.00,303.30,0.0032,1,否,否,臺南市,中西區
97年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,266.80,0.0000,1,否,否,臺南市,中西區
97年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,232.20,0.0000,1,否,否,臺南市,中西區
98年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,231.30,0.0000,1,否,否,臺南市,中西區
98年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,251.40,0.0000,1,否,否,臺南市,中西區
99年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,240.60,0.0000,1,否,否,臺南市,中西區
99年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,244.20,0.0000,2,否,否,臺南市,中西區
100年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,243.40,0.0000,2,是,,臺南市,中西區
100年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,246.50,0.0000,1,是,否,臺南市,中西區
101年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,246.40,0.0000,2,是,否,臺南市,中西區
101年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,250.10,0.0000,2,是,否,臺南市,中西區
102年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,243.10,0.0000,2,是,否,臺南市,中西區
102年第四季,0121050011,衛生福利部臺南醫院,區域醫院,1.00,234.70,0.0042,2,是,否,臺南市,中西區
103年第二季,0121050011,衛生福利部臺南醫院,區域醫院,1.00,227.10,0.0044,2,是,否,臺南市,中西區
103年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,217.60,0.0000,2,是,否,臺南市,中西區
104年第二季,0121050011,衛生福利部臺南醫院,區域醫院,2.00,413.00,0.0048,2,是,是,臺南市,中西區
104年第四季,0121050011,衛生福利部臺南醫院,區域醫院,2.00,418.00,0.0048,2,是,否,臺南市,中西區
105年第二季,0121050011,衛生福利部臺南醫院,區域醫院,4.00,421.00,0.0095,2,是,是,臺南市,中西區
105年第四季,0121050011,衛生福利部臺南醫院,區域醫院,2.00,401.00,0.0050,2,是,否,臺南市,中西區
106年第二季,0121050011,衛生福利部臺南醫院,區域醫院,3.00,409.00,0.0073,2,是,是,臺南市,中西區
106年第四季,0121050011,衛生福利部臺南醫院,區域醫院,3.00,419.00,0.0072,2,是,否,臺南市,中西區
107年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,443.00,0.0000,2,是,否,臺南市,中西區
107年第四季,0121050011,衛生福利部臺南醫院,區域醫院,4.00,434.00,0.0092,2,是,否,臺南市,中西區
108年第二季,0121050011,衛生福利部臺南醫院,區域醫院,4.00,431.00,0.0093,2,是,否,臺南市,中西區
108年第四季,0121050011,衛生福利部臺南醫院,區域醫院,2.00,446.00,0.0045,2,是,否,臺南市,中西區
109年第二季,0121050011,衛生福利部臺南醫院,區域醫院,2.00,378.00,0.0053,2,是,否,臺南市,中西區
109年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,423.00,0.0000,2,是,否,臺南市,中西區
110年第二季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,359.00,0.0000,2,是,否,臺南市,中西區
110年第四季,0121050011,衛生福利部臺南醫院,區域醫院,1.00,364.00,0.0027,3,是,否,臺南市,中西區
111年第二季,0121050011,衛生福利部臺南醫院,區域醫院,1.00,383.00,0.0026,3,是,否,臺南市,中西區
111年第四季,0121050011,衛生福利部臺南醫院,區域醫院,0.00,336.00,0.0000,3,是,否,臺南市,中西區
112年第二季,0121050011,衛生福利部臺南醫院,區域醫院,1.00,380.00,0.0026,2,是,否,臺南市,中西區
95年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,4.00,267.10,0.0149,1,否,否,嘉義市,西區
95年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,6.00,286.20,0.0209,2,否,否,嘉義市,西區
96年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,2.00,281.50,0.0071,1,否,否,嘉義市,西區
96年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,1.00,309.20,0.0032,1,否,否,嘉義市,西區
97年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,1.00,313.90,0.0031,1,否,否,嘉義市,西區
97年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,2.00,371.40,0.0053,1,否,否,嘉義市,西區
98年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,2.00,387.10,0.0051,1,否,否,嘉義市,西區
98年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,4.00,404.70,0.0098,1,否,否,嘉義市,西區
99年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,1.00,412.60,0.0024,1,否,否,嘉義市,西區
99年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,1.00,456.10,0.0021,1,否,否,嘉義市,西區
100年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,1.00,415.70,0.0024,1,否,,嘉義市,西區
100年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,2.00,369.70,0.0054,1,否,否,嘉義市,西區
101年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,1.00,278.10,0.0035,1,否,否,嘉義市,西區
101年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,146.00,0.0000,1,否,否,嘉義市,西區
102年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,90.60,0.0000,2,是,否,嘉義市,西區
102年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,130.70,0.0000,2,是,否,嘉義市,西區
103年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,135.20,0.0000,3,是,否,嘉義市,西區
103年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,152.00,0.0000,3,是,否,嘉義市,西區
104年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,273.00,0.0000,3,是,否,嘉義市,西區
104年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,286.00,0.0000,3,是,否,嘉義市,西區
105年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,339.00,0.0000,2,是,否,嘉義市,西區
105年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,359.00,0.0000,1,是,否,嘉義市,西區
106年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,352.00,0.0000,1,是,否,嘉義市,西區
106年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,362.00,0.0000,2,是,否,嘉義市,西區
107年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,346.00,0.0000,2,是,否,嘉義市,西區
107年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,337.00,0.0000,3,是,否,嘉義市,西區
108年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,353.00,0.0000,3,是,否,嘉義市,西區
108年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,357.00,0.0000,3,是,否,嘉義市,西區
109年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,252.00,0.0000,2,是,否,嘉義市,西區
109年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,219.00,0.0000,2,是,否,嘉義市,西區
110年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,226.00,0.0000,1,是,否,嘉義市,西區
110年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,1.00,210.00,0.0048,1,是,否,嘉義市,西區
111年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,211.00,0.0000,1,是,否,嘉義市,西區
111年第四季,0122020517,衛生福利部嘉義醫院,地區醫院,2.00,215.00,0.0093,2,是,否,嘉義市,西區
112年第二季,0122020517,衛生福利部嘉義醫院,地區醫院,0.00,257.00,0.0000,2,是,否,嘉義市,西區
102年第二季,0131020016,新北市立聯合醫院,區域醫院,4.00,764.90,0.0052,4,是,是,新北市,三重區
102年第四季,0131020016,新北市立聯合醫院,區域醫院,0.00,824.00,0.0000,4,是,是,新北市,三重區
103年第二季,0131020016,新北市立聯合醫院,區域醫院,4.00,388.80,0.0102,4,是,是,新北市,三重區
103年第二季,0131020016,新北市立聯合醫院,區域醫院,1.00,818.40,0.0012,4,是,是,新北市,三重區
103年第四季,0131020016,新北市立聯合醫院,區域醫院,4.00,396.20,0.0100,4,是,是,新北市,三重區
103年第四季,0131020016,新北市立聯合醫院,區域醫院,5.00,818.80,0.0061,4,是,是,新北市,三重區
104年第二季,0131020016,新北市立聯合醫院,區域醫院,1.00,1337.00,0.0007,5,是,是,新北市,三重區
104年第四季,0131020016,新北市立聯合醫院,區域醫院,3.00,1303.00,0.0023,6,是,否,新北市,三重區
105年第二季,0131020016,新北市立聯合醫院,區域醫院,0.00,1312.00,0.0000,6,是,是,新北市,三重區
105年第四季,0131020016,新北市立聯合醫院,區域醫院,3.00,1318.00,0.0023,6,是,否,新北市,三重區
106年第二季,0131020016,新北市立聯合醫院,區域醫院,2.00,1398.00,0.0014,6,是,是,新北市,三重區
106年第四季,0131020016,新北市立聯合醫院,區域醫院,2.00,1443.00,0.0014,5,是,否,新北市,三重區
107年第二季,0131020016,新北市立聯合醫院,區域醫院,5.00,1499.00,0.0033,5,是,否,新北市,三重區
107年第四季,0131020016,新北市立聯合醫院,區域醫院,5.00,1596.00,0.0031,5,是,否,新北市,三重區
108年第二季,0131020016,新北市立聯合醫院,區域醫院,1.00,1723.00,0.0006,5,是,否,新北市,三重區
108年第四季,0131020016,新北市立聯合醫院,區域醫院,1.00,1853.00,0.0005,5,是,否,新北市,三重區
109年第二季,0131020016,新北市立聯合醫院,區域醫院,3.00,1708.00,0.0018,5,是,否,新北市,三重區
109年第四季,0131020016,新北市立聯合醫院,區域醫院,6.00,1773.00,0.0034,5,是,否,新北市,三重區
110年第二季,0131020016,新北市立聯合醫院,區域醫院,3.00,1778.00,0.0017,5,是,否,新北市,三重區
110年第四季,0131020016,新北市立聯合醫院,區域醫院,2.00,1799.00,0.0011,5,是,否,新北市,三重區
111年第二季,0131020016,新北市立聯合醫院,區域醫院,2.00,1804.00,0.0011,5,是,否,新北市,三重區
111年第四季,0131020016,新北市立聯合醫院,區域醫院,2.00,1790.00,0.0011,5,是,否,新北市,三重區
112年第二季,0131020016,新北市立聯合醫院,區域醫院,0.00,1900.00,0.0000,5,是,否,新北市,三重區
96年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,20.40,0.0000,1,否,否,新北市,新莊區
96年第四季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,117.10,0.0085,1,否,否,新北市,新莊區
97年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,164.10,0.0000,1,否,否,新北市,新莊區
97年第四季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,243.90,0.0041,1,否,否,新北市,新莊區
98年第二季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,291.10,0.0034,1,否,否,新北市,新莊區
98年第四季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,286.50,0.0034,1,否,否,新北市,新莊區
99年第二季,0131060010,衛生福利部樂生療養院,地區醫院,3.00,316.50,0.0094,1,是,否,新北市,新莊區
99年第四季,0131060010,衛生福利部樂生療養院,地區醫院,3.00,365.10,0.0082,1,是,否,新北市,新莊區
100年第二季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,366.90,0.0027,1,否,,新北市,新莊區
100年第四季,0131060010,衛生福利部樂生療養院,地區醫院,2.00,230.70,0.0086,1,否,否,新北市,新莊區
101年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,87.30,0.0000,1,否,否,新北市,新莊區
101年第四季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,249.00,0.0000,1,否,否,新北市,新莊區
102年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,270.10,0.0000,1,否,否,新北市,新莊區
102年第四季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,287.00,0.0000,1,否,否,新北市,新莊區
103年第二季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,281.40,0.0035,1,否,否,新北市,新莊區
103年第四季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,302.80,0.0033,2,是,否,新北市,新莊區
104年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,371.00,0.0000,2,是,否,新北市,新莊區
104年第四季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,392.00,0.0000,2,是,否,新北市,新莊區
105年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,396.00,0.0000,2,是,否,新北市,新莊區
105年第四季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,445.00,0.0000,2,是,否,新北市,新莊區
106年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,459.00,0.0000,3,是,否,新北市,新莊區
106年第四季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,444.00,0.0000,3,是,否,新北市,新莊區
107年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,423.00,0.0000,1,是,否,新北市,新莊區
107年第四季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,389.00,0.0000,1,是,否,新北市,新莊區
108年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,397.00,0.0000,1,是,否,新北市,新莊區
108年第四季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,420.00,0.0000,1,是,否,新北市,新莊區
109年第二季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,345.00,0.0029,1,是,否,新北市,新莊區
109年第四季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,375.00,0.0027,1,是,否,新北市,新莊區
110年第二季,0131060010,衛生福利部樂生療養院,地區醫院,2.00,401.00,0.0050,1,是,否,新北市,新莊區
110年第四季,0131060010,衛生福利部樂生療養院,地區醫院,4.00,415.00,0.0096,1,是,否,新北市,新莊區
111年第二季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,427.00,0.0000,1,是,否,新北市,新莊區
111年第四季,0131060010,衛生福利部樂生療養院,地區醫院,0.00,378.00,0.0000,1,是,否,新北市,新莊區
112年第二季,0131060010,衛生福利部樂生療養院,地區醫院,1.00,414.00,0.0024,1,是,否,新北市,新莊區
95年第二季,0131060029,衛生福利部臺北醫院,區域醫院,2.00,566.10,0.0035,1,否,否,新北市,新莊區
95年第四季,0131060029,衛生福利部臺北醫院,區域醫院,1.00,614.80,0.0016,2,是,否,新北市,新莊區
96年第二季,0131060029,衛生福利部臺北醫院,區域醫院,5.00,657.90,0.0075,2,是,否,新北市,新莊區
96年第四季,0131060029,衛生福利部臺北醫院,區域醫院,3.00,672.70,0.0044,2,是,否,新北市,新莊區
97年第二季,0131060029,衛生福利部臺北醫院,區域醫院,1.00,761.70,0.0013,2,是,否,新北市,新莊區
97年第四季,0131060029,衛生福利部臺北醫院,區域醫院,2.00,814.30,0.0024,2,是,否,新北市,新莊區
98年第二季,0131060029,衛生福利部臺北醫院,區域醫院,0.00,798.90,0.0000,2,是,是,新北市,新莊區
98年第四季,0131060029,衛生福利部臺北醫院,區域醫院,0.00,811.10,0.0000,2,是,是,新北市,新莊區
99年第二季,0131060029,衛生福利部臺北醫院,區域醫院,1.00,808.60,0.0012,2,是,是,新北市,新莊區
99年第四季,0131060029,衛生福利部臺北醫院,區域醫院,0.00,827.00,0.0000,2,是,是,新北市,新莊區
100年第二季,0131060029,衛生福利部臺北醫院,區域醫院,0.00,838.30,0.0000,2,是,是,新北市,新莊區
100年第四季,0131060029,衛生福利部臺北醫院,區域醫院,0.00,832.00,0.0000,2,是,否,新北市,新莊區
101年第二季,0131060029,衛生福利部臺北醫院,區域醫院,1.00,909.10,0.0010,2,是,是,新北市,新莊區
101年第四季,0131060029,衛生福利部臺北醫院,區域醫院,0.00,923.60,0.0000,3,是,是,新北市,新莊區
102年第二季,0131060029,衛生福利部臺北醫院,區域醫院,2.00,974.60,0.0020,3,是,是,新北市,新莊區
102年第四季,0131060029,衛生福利部臺北醫院,區域醫院,3.00,981.10,0.0030,3,是,是,新北市,新莊區
103年第二季,0131060029,衛生福利部臺北醫院,區域醫院,3.00,883.80,0.0033,3,是,是,新北市,新莊區
103年第四季,0131060029,衛生福利部臺北醫院,區域醫院,3.00,893.40,0.0033,3,是,是,新北市,新莊區
104年第二季,0131060029,衛生福利部臺北醫院,區域醫院,5.00,1042.00,0.0048,3,是,是,新北市,新莊區
